location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Gymnasium,Children's play area,Club House,Lift(s),Swimming Pool,Landscaped Gardens,Rain Water Harvesting,Maintenance Staff,Jogging Track,Sports Facility,Car Parking,24 X 7 Security,Full Power Backup,locality_score,project_score,builder_experience,Indoor Games,ATM,Intercom,School,Shopping Mall,Multipurpose Room,Vaastu Compliant,Cafeteria,Staff Quarter,Hospital,Golf Course
Raj Nagar Extension,560,550000,INR,,1,0,"A plot property is available for sale in Raj Nagar Extension, Ghaziabad. It has an area of 560 sqft and is priced at Rs. 5.50 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1,,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Ghaziabad,900,1400000,INR,1,0,0,"Residential Plot available for sale in Girdgarpur, Sunarasi, Ghaziabad, Wave City, Wave City, Ghaziabad. Available amenities are: Garden, Lift. Property is inside a gated community.",1,east,0,0,0,0,0,1,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
vaishali sector 3,344,4300000,INR,,0,0,32 meter residential plot available for sale in vaishali sector 3f near chhaya public school and vaishali metro station with all basic facilities like market bank mall etc.,1,west,0,0,0,1,0,0,0,0,1.0,,0,0,,0,0,,,,,1.0,,1.0,,,1.0,,,1.0,
Dasna,2152,10039080,INR,0,1,0,"This plot is situated in Aditya Builders Pune World City, Dasna. It has an area of 2152 sqft. The property is available at a price of Rs. 1.00 cr . The amenities include multipurpose room, swimming pool, intercom, sewage treatment plant, service lift, others, flower garden, landscape garden and tree planting, gymnasium and children's play area. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. ",1,,0,0,1,1,1,1,1,1,1.0,1.0,1,1,1.0,1,1,7.2,,43.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,
Dasna,1197,5584005,INR,0,1,0,"A plot property is available for sale in Aditya Builders Pune World City, Dasna, Ghaziabad. It has an area of 1197 sqft. The property is available at a price of Rs. 55.84 lac . The amenities include gymnasium, sewage treatment plant, water storage, conference room, sports facility, swimming pool, landscape garden and tree planting, cycling & jogging track, flower garden and landscaped gardens. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,,0,0,1,1,1,1,1,1,1.0,1.0,1,1,1.0,1,1,7.2,,43.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,
vaishali 5,1571,17200000,INR,,0,0,"This plot is available for sale and is located in the heart of vaishali 5. It has an area of 1571 sqft and is priced at Rs. 1.72 cr . Its entry is northwest facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation.",1,northwest,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
vaishali sector 3,968,10000000,INR,,0,0,"This plot is situated in vaishali sector 3. It has an area of 968 sqft and is priced at Rs. 1.00 cr . It is facing southeast direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details.",1,southeast,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Vaishali Sector 4,1371,16200000,INR,,0,0,"This plot is available for sale and is located in the heart of Vaishali Sector 4. It has a salable area of 1371 sqft and is available at a price of Rs. 11,816 per sqft. Its entry is northwest facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,northwest,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
vaishali sector 3,344,4500000,INR,,0,0,"32 meter 11x33 residential GDA approved plot available for sale in sector 3 vaishali near to chhaya public school, metro station vaishali is only on 10 minutes walking away.",1,west,0,0,0,1,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Lal Kuan,405,561735,INR,,0,1,"This plot is available for sale and is located in the heart of Lal Kuan. It has a salable area of 405 sqft and is available at a price of Rs. 1,387 per sqft. It is northeast facing property. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,northeast,0,0,1,1,0,0,0,0,,1.0,1,0,1.0,1,1,,,,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,
Lal Kuan,900,1600000,INR,1,0,0,"This plot is situated in Sare Homes Gurgaon Ebony Greens, Lal Kuan, Ghaziabad. Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1,east,0,10,0,0,1,1,1,0,1.0,,1,0,1.0,1,1,7.4,8.0,16.0,,,,,,,1.0,,,,
Mohan Nagar,1620,1100000,INR,,1,0,"This plot is situated in Mohan Nagar. It has a salable area of 1620 sqft and is available at a price of Rs. 679 per sqft. Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,east,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Tilla Mode Farukh Nagar Road,1944,1300000,INR,,1,0,"A plot property is available for sale in Tilla Mode Farukh Nagar Road, Ghaziabad. It has an area of 1944 sqft. The property is available at a price of Rs. 13.00 lac . It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,east,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Hindan Residential Area,1944,1300000,INR,,1,0,"A plot property is available for sale in Hindan Residential Area, Ghaziabad. It has a salable area of 1944 sqft and is available at a price of Rs. 668 per sqft. Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,east,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Raj Nagar Extension,9072,6000000,INR,,1,0,"It has an area of 9072 sqft and is priced at Rs. 60.00 lac . Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact for more details. ",1,east,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Ghaziabad,1620,1100000,INR,,1,0,"A plot is available for sale in Ghaziabad, Ghaziabad. It has an area of 1620 sqft. The property is available at a price of Rs. 11.00 lac . It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,east,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Loni Bhopura Road,558,500000,INR,,1,0,"It has an area of 558 sqft and is priced at Rs. 5.00 lac . It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact us for more details. ",1,east,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Bhopura,558,500000,INR,,1,0,"This plot is available for sale and is located in the heart of Bhopura. It has an area of 558 sqft. The property is available at a price of Rs. 5.00 lac . Its entry is northeast facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1,northeast,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Hindon Air Force Station,558,500000,INR,,1,0,"This plot is available for sale and is located in the heart of Hindon Air Force Station. It has an area of 558 sqft and is priced at Rs. 5.00 lac . It is facing east direction. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,east,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Tilla Mode Farukh Nagar Road,558,500000,INR,,1,0,"This plot is situated in Tilla Mode Farukh Nagar Road. It has a salable area of 558 sqft and is available at a price of Rs. 896 per sqft. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1,east,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Raj Nagar Extension,558,500000,INR,,1,0,"A plot property is available for sale in Raj Nagar Extension, Ghaziabad. It has an area of 558 sqft and is priced at Rs. 5.00 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1,east,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Raj Nagar Extension,1620,1100000,INR,,1,0,"A plot property is available for sale in Raj Nagar Extension, Ghaziabad. It has an area of 1620 sqft. The property is available at a price of Rs. 11.00 lac . It is facing northeast direction. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,northeast,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Raj Nagar Extension,558,550000,INR,,1,0,"A plot is available for sale in Raj Nagar Extension, Ghaziabad. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1,east,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Hindan Residential Area,1944,1300000,INR,,1,0,"A plot is available for sale in Hindan Residential Area, Ghaziabad. It has an area of 1944 sqft and is priced at Rs. 13.00 lac . It is facing northeast direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",1,northeast,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Raj Nagar Extension,558,500000,INR,,1,0,"A plot is available for sale in Raj Nagar Extension, Ghaziabad. It has an area of 558 sqft. The property is available at a price of Rs. 5.00 lac . Its entry is northeast facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,northeast,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Hindan Residential Area,558,500000,INR,1,1,0,A plot is available at a prime location in Hindan Residential Area. It has an area of 558 sqft and is priced at Rs. 5.00 lac . Its entry is east facing. It is well connected to the city areas. Kindly call us for details. ,1,east,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Tilla Mode Farukh Nagar Road,558,500000,INR,,1,0,"It has a salable area of 558 sqft and is available at a price of Rs. 896 per sqft. It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,east,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Raj Nagar Extension,9072,1200000,INR,,1,0,"This plot is situated in Raj Nagar Extension. It has a salable area of 9072 sqft and is available at a price of Rs. 132 per sqft. It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Contact us for more details. ",1,east,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Raj Nagar Extension,558,500000,INR,,1,0,"This plot is situated in Raj Nagar Extension, Ghaziabad. It has a salable area of 558 sqft and is available at a price of Rs. 896 per sqft. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,east,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Hindon Air Force Station,558,500000,INR,,1,0,"A plot is available at a prime location in Hindon Air Force Station. It has a salable area of 558 sqft and is available at a price of Rs. 896 per sqft. It is facing northeast direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. ",1,northeast,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Raj Nagar Extension,558,500000,INR,,1,0,"A plot property is available for sale in Raj Nagar Extension, Ghaziabad. It has a salable area of 558 sqft and is available at a price of Rs. 896 per sqft. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1,east,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Govindpuram,837,3200000,INR,1,0,0,,1,southeast,0,122,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Vaishali Sector 3A,1679,17500000,INR,,0,0,"This 156 meter single story cum plot is beautifully located in Sector 4 Vaishali, Ghaziabad and is reasonably priced at Rs 1.75 Cr. The plot consists of Municipal water water supply and is enclosed with a Brick Wall boundary wall. Its main entrance facing is towards North and it has 1 open side(s) and the width of the road facing the property is 40 feet",1,,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Vaishali Sector 2A,2228,22500000,INR,,0,0,"This 207 meter plot is beautifully located in Sector 2A Vaishali, Ghaziabad and is reasonably priced at Rs 2.25 Cr. The plot consists of Municipal water water supply and is enclosed with a Brick Wall boundary wall. Its main entrance facing is towards North and it has 1 open side(s) and the width of the road facing the property is 32 feet",1,,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Vaishali Sector 2A,969,10000000,INR,,0,0,"This 90 meter plot is beautifully located in Sector 2 Vaishali, Ghaziabad and is reasonably priced at Rs 1.0 Cr. The plot consists of Municipal water water supply and is enclosed with a Brick Wall boundary wall. Its main entrance facing is towards North and it has 1 open side(s) and the width of the road facing the property is 32 feet",1,,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
vaishali 5,1206,14500000,INR,,0,0,"This 112 meter plot is beautifully located in Sector 5 Vaishali, Ghaziabad and is reasonably priced at Rs 1.45 Cr. The plot consists of Municipal water water supply and is enclosed with a Brick Wall boundary wall. Its main entrance facing is towards North and it has 1 open side(s) and the width of the road facing the property is 32 feet",1,,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
vaishali 5,1572,17000000,INR,,0,0,"This146 meter plot is beautifully located in Sector 5 Vaishali, Ghaziabad and is reasonably priced at Rs 1.7 Cr. The plot consists of Municipal water water supply and is enclosed with a Brick Wall boundary wall. Its main entrance facing is towards North and it has 1 open side(s) and the width of the road facing the property is 32 feet",1,,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Vaishali Sector 4,1378,16000000,INR,,0,0,"A plot property is available for sale in Vaishali Sector 4, Ghaziabad. It has an area of 1377 sqft and is priced at Rs. 1.60 cr . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Vaishali Sector 2A,2691,32500000,INR,,0,0,"This plot is available for sale and is located in the heart of Vaishali Sector 2A. It has a salable area of 2690 sqft and is available at a price of Rs. 12,077 per sqft. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1,,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Vaishali,2443,20500000,INR,,0,0,"227 meter residential plot GDA approved available for sale in sector 6 vaishali ghaziabad.
metro station vaishali is situated on 1 KM distance kr manglam world school and arogya hospital also are in this surroundings.",1,,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Govindpuram,1350,3750000,INR,1,0,0,,1,,0,122,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Govindpuram,1125,3125000,INR,1,0,0,,1,northeast,0,122,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Govindpuram,1350,3750000,INR,1,0,0,,1,northeast,0,122,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,,,,,,,,
Lal Kuan,720,1200000,INR,,1,1,"A plot is available at a prime location in Property Vision Promotors And Developers Mansarovar Park. It has an area of 720 sqft and is priced at Rs. 12.00 lac (negotiable). It is north facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details.",1,north,0,0,1,1,0,0,0,0,,,0,0,1.0,0,0,7.4,,123.0,,1.0,,1.0,1.0,,,,,1.0,
