location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Lift(s),Full Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,locality_score,project_score,builder_experience,Car Parking,Rain Water Harvesting,Intercom,Maintenance Staff,Indoor Games,Vaastu Compliant,Multipurpose Room,ATM,Golf Course,Staff Quarter,Hospital,School,Shopping Mall,Cafeteria
Govindpuram,950,2075000,INR,,0,0,"It’s a 3 bhk builder floor situated in Govindpuram, Ghaziabad. It has a salable area of 950 sqft and is available at a price of Rs. 2,184 per sqft. Its main door is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact for more details. ",1,east,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,
Govindpuram,850,1275000,INR,,0,0,It has an area of 850 sqft with a carpet area of 850 sqft . The property is available at a price of Rs. 12.75 lac . It is a semi-furnished property. Its main door is facing east direction. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. ,1,east,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,
Govindpuram,950,2475000,INR,,1,0,"It has an area of 950 sqft with a carpet area of 915 sqft . The property is available at a price of Rs. 24.75 lac . The house is semi-furnished. Its main door is facing northwest direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living. If you are interested, please contact us for more details. ",1,northwest,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,
Govindpuram,1240,4575000,INR,,0,0,"It’s a 2 bhk builder floor situated in Govindpuram, Ghaziabad. It is a semi-furnished property. It is a ready-to-move-in property. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,northeast,0,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,1.0,,,,,,,,,,,
Shastri Nagar,1000,2550000,INR,,1,0,"It’s a 3 bhk builder floor situated in Shastri Nagar, Ghaziabad. The house is semi-furnished. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Kindly call us for details. ",1,northeast,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,,,,,,,,,,,,,,,,
Govindpuram,1010,2175000,INR,,1,0,Well designed 3 bhk builder floor is available at a prime location in Govindpuram. It has an area of 1010 sqft with a carpet area of 850 sqft . The property is available at a price of Rs. 21.75 lac . It is north facing property. It is a ready-to-move-in property. It is made in way to provide a comfortable living. Please contact us for more details. ,1,north,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Govindpuram,780,1575000,INR,,1,0,"This spacious 2 bhk builder floor is available for sale and is located in the heart of Govindpuram. It has a salable area of 780 sqft and is available at a price of Rs. 2,019 per sqft. The house is semi-furnished. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,north,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Govindpuram,950,2350000,INR,,1,0,It has an area of 950 sqft with a carpet area of 890 sqft . The property is available at a price of Rs. 23.50 lac . It is a semi-furnished property. It is facing north direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. Kindly call us for details. ,1,north,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Rajendra Nagar,1450,4750000,INR,,0,0,It’s a 3 bhk builder floor situated in Rajendra Nagar. It has an area of 1450 sqft with a carpet area of 1450 sqft . The property is available at a price of Rs. 47.50 lac . It is facing west direction. It is a ready-to-move-in property. The site is in close proximity to various civic utilities. ,1,west,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,
Shastri Nagar,1460,4425000,INR,,1,0,This spacious 3 bhk builder floor is available for sale and is located in the heart of Shastri Nagar. It has an area of 1460 sqft with a carpet area of 1422 sqft . The property is available at a price of Rs. 44.25 lac . It is facing northwest direction. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Contact us for more details. ,1,northwest,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.9,,,,,,,,,,,,,,,,
Shastri Nagar,1458,4285000,INR,,1,0,"This spacious 3 bhk builder floor is available for sale and is located in the heart of Shastri Nagar. It has a built-up area of 1458 sqft and is priced at Rs. 42.85 lac . The house is semi-furnished. It is west facing property. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,west,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.9,,,,,,,,,,,,,,,,
Shastri Nagar,1455,4275000,INR,,1,0,Well designed 3 bhk builder floor is available at a prime location in Shastri Nagar. It is a semi-furnished property. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Kindly call us for details. ,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,,,,,,,,,,,,,,,,
vaishali sector 5,1250,7000000,INR,,0,0,3 BHK 2ND FLOOR WITH ROOF RIGHT FRONT SIDE GROUND LEVEL PARKING COMPLETE WOODWORK WELL DECORATED SPACIOUS WELL VENTILATED SOME EXTRA STRUCTURE BUILT ON ROOF ALSO AND ROOF ALREADY WELL MAINTAINED WITH TILES WORK WIDE AND LONG FRONT BALCONY FULL DAY SUN LIGHT AVAILALBE ALL BASIC AMENITIES AVAILALBE HERE ON WALKING DISTANCE FLAT IS SITUATED NEAR TO SHOPPRIX MALL SECTOR 5 VAISHALI GHAZIABAD.,1,east,0,8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,1.0,,,,,,,,,,,,,
Govindpuram,900,1875000,INR,,1,0,"It’s a 3 bhk builder floor situated in Govindpuram, Ghaziabad. It has a salable area of 900 sqft and is available at a price of Rs. 2,083 per sqft. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. Contact us for more details. ",1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Shalimar Garden,1250,7000000,INR,,0,0,"It’s a 3 bhk builder floor situated in Shalimar Garden. It has a salable area of 1250 sqft and is available at a price of Rs. 5,600 per sqft. The house is semi-furnished. It is northeast facing property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. Contact us for more details. ",1,northeast,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,
Nehru Nagar,1822,9975000,INR,,1,0,It has an area of 1805 sqft with a carpet area of 1805 sqft . The property is available at a price of Rs. 99.75 lac . It is a furnished property. It is west facing property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. ,1,west,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,1.0,,,,,,,,
Ansals Chiranjiv Vihar,1870,8250000,INR,,0,0,It has an area of 1870 sqft with a carpet area of 1780 sqft . The property is available at a price of Rs. 82.50 lac . It is a semi-furnished property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. ,1,northeast,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,
Govindpuram,1150,4195000,INR,,1,0,"A 3 bhk property is available for sale in Govindpuram, Ghaziabad. It has a salable area of 1150 sqft and is available at a price of Rs. 3,647 per sqft. It is a semi-furnished property. It is northwest facing property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,northwest,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,
Govindpuram,2100,8800000,INR,,1,0,"Well designed 4 bhk builder floor is available at a prime location in Govindpuram. It has an area of 2100 sqft with a carpet area of 1800 sqft . The property is available at a price of Rs. 88.00 lac . The house is furnished. It is northwest facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. ",1,northwest,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,
Shastri Nagar,1450,4250000,INR,,1,0,"A spacious 3 bhk builder floor is available for sale in Shastri Nagar, Ghaziabad. It has an area of 1450 sqft with a carpet area of 1365 sqft . The property is available at a price of Rs. 42.50 lac . It is a ready-to-move-in property. It is made in way to provide a comfortable living. It is well connected to the city areas. ",1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,,,,,,,,,,,,,,,,
Kavi Nagar,1800,10500000,INR,,0,0,"A 3 bhk property is available for sale in Kavi Nagar, Ghaziabad. It has a built-up area of 1800 sqft and is priced at Rs. 1.05 cr . It is a semi-furnished property. It is facing northwest direction. It is a ready-to-move-in property. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,northwest,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,1.0,,,,,,,,,,,
Raj Nagar,1230,6800000,INR,,0,0,"A 3 bhk property is available for sale in Raj Nagar, Ghaziabad. It has an area of 1230 sqft with a carpet area of 1200 sqft . The property is available at a price of Rs. 68.00 lac . It is facing northeast direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Contact us for more details. ",1,northeast,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,1.0,,,,,,,,,,,
Ansals Chiranjiv Vihar,1225,3500000,INR,,0,0,"It is northeast facing property. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,northeast,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,
Shastri Nagar,1450,4350000,INR,,1,0,This spacious 3 bhk builder floor is available for sale and is located in the heart of Shastri Nagar. It has a built-up area of 1450 sqft and is priced at Rs. 43.50 lac . The house is semi-furnished. It is northwest facing property. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Please contact for more details. ,1,northwest,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.9,,,,,,,,,,,,,,,,
Ansals Chiranjiv Vihar,1800,3850000,INR,,1,0,"It’s a 2 bhk builder floor situated in Ansals Chiranjiv Vihar. It has a salable area of 1800 sqft and is available at a price of Rs. 2,138 per sqft. It is a semi-furnished property. Its main door is facing east direction. It is a 3 year old ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,east,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,
Rajendra Nagar,1820,9900000,INR,,1,0,This spacious 4 bhk builder floor is available for sale and is located in the heart of Rajendra Nagar. The house is semi-furnished. Its main door is facing east direction. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Kindly call us for details. ,1,east,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,
Shastri Nagar,2160,6500000,INR,,1,0,It has a built-up area of 2160 sqft and is priced at Rs. 65.00 lac . It is a furnished property. It is northeast facing property. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Please contact for more details. ,1,northeast,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.9,,,,,,,,,,,,,,,,
Govindpuram,1225,2275000,INR,,1,0,"It’s a 3 bhk builder floor situated in Govindpuram. Its main door is facing northeast direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,northeast,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,
Govindpuram,1220,2275000,INR,,1,0,This spacious 3 bhk builder floor is available for sale and is located in the heart of Govindpuram. It has a built-up area of 1220 sqft and is priced at Rs. 22.75 lac . It is a semi-furnished property. This residential property is ready-to-move-in. It is well connected to the city areas. Please contact us for more details. ,1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Ansals Chiranjiv Vihar,1881,7950000,INR,,0,0,"Well designed 2 bhk builder floor is available at a prime location in Ansals Chiranjiv Vihar. It has an area of 1881 sqft with a carpet area of 1625 sqft . The property is available at a price of Rs. 79.50 lac . It is a semi-furnished property. It is facing northeast direction. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1,northeast,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,
Govindpuram,1230,2285000,INR,,1,0,"It’s a 3 bhk builder floor situated in Govindpuram. It has an area of 1230 sqft with a carpet area of 1100 sqft . The property is available at a price of Rs. 22.85 lac . The house is semi-furnished. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact for more details. ",1,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
Sector 4 Vaishali,1490,9000000,INR,,0,1,"It has a salable area of 1490 sqft and is available at a price of Rs. 6,040 per sqft. The house is semi-furnished. It’s on 2nd floor out of 2 floors building. Its main door is facing southeast direction. The property has 3 bathrooms and 2 balconies. It is made in way to provide a comfortable living for the residents. Please contact for more details. ",1,southeast,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
